amount,is_active_call,is_foreign_call,is_screen_sharing,is_sim_changed_24h,nlp_coercion_score,is_fraud
71539.01,1,1,1,0,0.91,1
2300.09,0,0,0,0,0.07,0
2957.16,0,0,0,0,0.01,0
872.58,0,0,0,0,0.1,0
1372.75,0,0,0,0,0.09,0
2583.93,0,0,0,0,0.11,0
30652.86,1,1,1,0,0.98,1
1861.66,0,0,0,0,0.08,0
1368.46,0,0,0,0,0.04,0
961.96,0,0,0,0,0.15,0
2627.62,0,0,0,0,0.09,0
33818.0,1,1,1,0,0.92,1
5089.76,0,0,0,0,0.07,0
922.26,0,0,0,0,0.08,0
7843.45,0,0,0,0,0.01,0
2306.12,0,0,0,0,0.03,0
5690.83,0,0,0,0,0.04,0
2637.75,0,0,0,0,0.14,0
1860.64,0,0,0,0,0.12,0
2756.81,0,0,0,0,0.01,0
3548.23,0,0,0,0,0.04,0
72655.42,1,1,1,1,0.83,1
5859.4,0,0,0,0,0.17,0
2427.07,0,0,0,0,0.04,0
2329.91,0,0,0,0,0.1,0
2156.87,0,0,0,0,0.16,0
78267.22,1,0,0,1,0.83,1
6505.93,0,0,0,0,0.1,0
823.06,0,0,0,0,0.15,0
89368.54,1,1,1,0,0.84,1
4678.35,0,0,0,0,0.1,0
3359.46,0,0,0,0,0.04,0
28958.86,1,0,1,0,0.96,1
3860.25,0,0,0,0,0.01,0
1558.7,0,0,0,0,0.14,0
8253.69,0,0,0,0,0.18,0
1326.33,0,0,0,0,0.12,0
68996.7,1,1,1,0,0.8,1
4165.86,0,0,0,0,0.13,0
1446.77,0,0,0,0,0.17,0
2544.86,0,0,0,0,0.06,0
4813.29,0,0,0,0,0.17,0
948.24,0,0,0,0,0.01,0
1404.77,0,0,0,0,0.02,0
2940.16,0,0,0,0,0.04,0
1715.97,0,0,0,0,0.01,0
1417.42,0,0,0,0,0.16,0
1159.56,0,0,0,0,0.04,0
4682.42,0,0,0,0,0.03,0
5338.18,0,0,0,0,0.1,0
4993.07,0,0,0,0,0.17,0
4985.36,0,0,0,0,0.16,0
6101.96,0,0,0,0,0.05,0
5968.43,0,0,0,0,0.01,0
5028.64,0,0,0,0,0.02,0
2109.02,0,0,0,0,0.06,0
3794.63,0,0,0,0,0.06,0
4335.21,0,0,0,0,0.07,0
1672.42,0,0,0,0,0.01,0
1143.48,0,0,0,0,0.1,0
2822.06,0,0,0,0,0.0,0
4616.27,0,0,0,0,0.08,0
8190.57,0,0,0,0,0.08,0
37496.76,1,1,0,0,0.8,1
2363.03,0,0,0,0,0.18,0
46695.48,1,1,1,0,0.77,1
383.88,0,0,0,0,0.04,0
4415.91,0,0,0,0,0.18,0
1181.15,0,0,0,0,0.06,0
2894.07,0,0,0,0,0.02,0
32305.81,1,0,1,1,0.94,1
1999.66,0,0,0,0,0.08,0
2637.07,0,0,0,0,0.19,0
2809.72,0,0,0,0,0.13,0
950.39,0,0,0,0,0.11,0
2272.44,0,0,0,0,0.07,0
5643.75,0,0,0,0,0.05,0
67139.34,0,0,1,1,0.91,1
6002.79,0,0,0,0,0.04,0
1539.62,0,0,0,0,0.11,0
7606.74,0,0,0,0,0.07,0
4034.24,0,0,0,0,0.12,0
1842.6,0,0,0,0,0.13,0
4877.46,0,0,0,0,0.01,0
3682.57,0,0,0,0,0.2,0
3268.11,0,0,0,0,0.14,0
2647.78,0,0,0,0,0.12,0
41903.12,1,0,1,1,0.98,1
2118.05,0,0,0,0,0.18,0
3617.21,0,0,0,0,0.02,0
1053.45,0,0,0,0,0.15,0
1680.95,0,0,0,0,0.15,0
30003.0,1,0,1,0,0.83,1
2643.02,0,0,0,0,0.17,0
2419.84,0,0,0,0,0.03,0
81530.23,1,1,1,0,0.8,1
8323.72,0,0,0,0,0.16,0
1555.82,0,0,0,0,0.04,0
6614.17,0,0,0,0,0.03,0
69363.26,1,1,1,1,0.75,1
52842.87,1,0,1,0,0.84,1
3573.9,0,0,0,0,0.12,0
2812.8,0,0,0,0,0.16,0
1708.49,0,0,0,0,0.08,0
1973.55,0,0,0,0,0.13,0
60346.16,1,0,0,1,0.88,1
89702.4,1,1,1,0,0.76,1
44022.58,1,0,1,1,0.81,1
37235.09,1,1,1,0,0.99,1
3307.09,0,0,0,0,0.11,0
53472.86,1,1,0,1,0.96,1
1009.9,0,0,0,0,0.09,0
1465.94,0,0,0,0,0.03,0
48.93,0,0,0,0,0.11,0
5701.88,0,0,0,0,0.18,0
673.51,0,0,0,0,0.08,0
1676.82,0,0,0,0,0.12,0
1070.61,0,0,0,0,0.02,0
3588.8,0,0,0,0,0.1,0
40902.58,1,1,1,0,0.85,1
956.69,0,0,0,0,0.14,0
3073.31,0,0,0,0,0.17,0
1372.56,0,0,0,0,0.02,0
55511.44,1,1,0,0,0.84,1
2868.0,0,0,0,0,0.12,0
53134.59,1,0,0,0,0.76,1
3344.84,0,0,0,0,0.13,0
5093.96,0,0,0,0,0.16,0
54793.63,1,1,1,1,0.92,1
810.05,0,0,0,0,0.01,0
1479.24,0,0,0,0,0.05,0
80760.76,0,0,1,0,0.87,1
3251.59,0,0,0,0,0.14,0
2401.03,0,0,0,0,0.0,0
72870.76,1,1,1,0,0.81,1
5204.19,0,0,0,0,0.05,0
45257.44,0,0,1,0,0.8,1
469.64,0,0,0,0,0.06,0
895.73,0,0,0,0,0.04,0
2091.17,0,0,0,0,0.08,0
2715.56,0,0,0,0,0.11,0
4311.23,0,0,0,0,0.0,0
5476.46,0,0,0,0,0.15,0
1789.14,0,0,0,0,0.1,0
87826.3,1,0,0,1,0.83,1
54854.74,1,1,1,1,0.8,1
1596.06,0,0,0,0,0.16,0
89178.95,1,1,0,0,0.91,1
4459.54,0,0,0,0,0.15,0
59666.03,1,0,1,1,0.79,1
808.67,0,0,0,0,0.13,0
2964.33,0,0,0,0,0.02,0
1537.25,0,0,0,0,0.06,0
2677.62,0,0,0,0,0.15,0
64383.29,1,1,0,0,0.87,1
3969.15,0,0,0,0,0.17,0
42341.65,1,1,1,0,0.84,1
3491.25,0,0,0,0,0.04,0
62834.56,1,1,1,0,0.76,1
803.67,0,0,0,0,0.16,0
3617.48,0,0,0,0,0.08,0
4086.07,0,0,0,0,0.06,0
5457.91,0,0,0,0,0.03,0
89921.54,1,1,0,0,0.92,1
2256.58,0,0,0,0,0.0,0
3164.21,0,0,0,0,0.11,0
4883.32,0,0,0,0,0.01,0
81400.64,1,1,1,0,0.76,1
56916.28,1,1,1,0,0.77,1
3789.08,0,0,0,0,0.0,0
3535.45,0,0,0,0,0.06,0
1945.27,0,0,0,0,0.12,0
62605.22,1,1,1,0,0.8,1
1482.95,0,0,0,0,0.04,0
2703.84,0,0,0,0,0.01,0
2489.4,0,0,0,0,0.1,0
1610.76,0,0,0,0,0.09,0
69705.0,1,1,1,0,0.85,1
2062.76,0,0,0,0,0.08,0
3224.99,0,0,0,0,0.01,0
8438.47,0,0,0,0,0.15,0
1781.67,0,0,0,0,0.09,0
54857.34,1,1,1,0,0.88,1
4428.21,0,0,0,0,0.01,0
34458.51,1,0,1,1,0.94,1
3946.95,0,0,0,0,0.11,0
69956.82,1,1,1,0,0.8,1
3051.24,0,0,0,0,0.15,0
1538.71,0,0,0,0,0.17,0
41736.15,1,1,1,0,0.95,1
2611.36,0,0,0,0,0.13,0
2984.37,0,0,0,0,0.07,0
4084.53,0,0,0,0,0.16,0
5115.28,0,0,0,0,0.09,0
2924.28,0,0,0,0,0.02,0
76610.94,1,1,1,0,0.77,1
6228.28,0,0,0,0,0.18,0
5431.02,0,0,0,0,0.13,0
60452.82,0,0,1,0,0.77,1
2072.25,0,0,0,0,0.09,0
2151.85,0,0,0,0,0.09,0
87448.51,1,1,1,0,0.87,1
2490.85,0,0,0,0,0.17,0
35802.02,1,1,1,0,0.82,1
1639.36,0,0,0,0,0.15,0
2507.29,0,0,0,0,0.01,0
4581.6,0,0,0,0,0.12,0
6104.82,0,0,0,0,0.12,0
3577.51,0,0,0,0,0.04,0
28169.81,0,0,1,1,0.87,1
59365.98,1,0,1,0,0.84,1
3908.53,0,0,0,0,0.1,0
45115.52,1,1,1,1,0.92,1
5977.27,0,0,0,0,0.1,0
5316.48,0,0,0,0,0.05,0
51724.38,1,0,0,0,0.89,1
3323.16,0,0,0,0,0.1,0
4448.63,0,0,0,0,0.02,0
25922.78,1,1,1,0,0.86,1
88414.12,1,1,0,0,0.84,1
957.08,0,0,0,0,0.08,0
1203.1,0,0,0,0,0.15,0
66854.02,1,0,1,0,0.76,1
1626.8,0,0,0,0,0.19,0
3526.01,0,0,0,0,0.04,0
6084.85,0,0,0,0,0.13,0
3700.82,0,0,0,0,0.11,0
2637.28,0,0,0,0,0.17,0
873.66,0,0,0,0,0.07,0
2949.69,0,0,0,0,0.07,0
2555.12,0,0,0,0,0.08,0
1436.34,0,0,0,0,0.02,0
995.15,0,0,0,0,0.01,0
1881.03,0,0,0,0,0.18,0
2313.06,0,0,0,0,0.14,0
3399.71,0,0,0,0,0.14,0
39786.3,0,0,1,0,0.96,1
4495.01,0,0,0,0,0.09,0
3189.44,0,0,0,0,0.08,0
829.44,0,0,0,0,0.11,0
57885.18,1,1,1,0,0.84,1
2090.66,0,0,0,0,0.09,0
2704.18,0,0,0,0,0.1,0
1414.64,0,0,0,0,0.02,0
3031.8,0,0,0,0,0.03,0
2750.9,0,0,0,0,0.06,0
1445.42,0,0,0,0,0.07,0
8202.92,0,0,0,0,0.13,0
5415.41,0,0,0,0,0.02,0
49182.83,1,0,1,0,0.76,1
78832.08,1,1,1,0,0.99,1
70039.08,1,1,1,0,0.98,1
67016.48,1,1,1,0,0.88,1
233.34,0,0,0,0,0.06,0
83064.79,1,1,0,0,0.96,1
1188.83,0,0,0,0,0.18,0
6264.1,0,0,0,0,0.08,0
40859.69,1,1,1,0,0.77,1
4678.77,0,0,0,0,0.1,0
2213.7,0,0,0,0,0.08,0
8559.17,0,0,0,0,0.12,0
9575.03,0,0,0,0,0.01,0
2363.34,0,0,0,0,0.09,0
2224.92,0,0,0,0,0.05,0
1734.36,0,0,0,0,0.09,0
72834.83,1,1,1,0,0.87,1
2168.97,0,0,0,0,0.06,0
43318.63,1,1,1,0,0.92,1
86095.08,1,1,1,1,0.93,1
30294.07,1,1,0,0,0.88,1
1282.95,0,0,0,0,0.04,0
3529.54,0,0,0,0,0.16,0
2471.56,0,0,0,0,0.16,0
2073.72,0,0,0,0,0.09,0
43832.32,1,1,0,1,0.88,1
4061.21,0,0,0,0,0.15,0
1833.54,0,0,0,0,0.07,0
3598.94,0,0,0,0,0.05,0
88534.68,1,1,0,0,0.98,1
2280.05,0,0,0,0,0.02,0
36814.63,1,1,1,0,0.98,1
75703.13,1,1,1,0,0.76,1
62105.51,1,1,1,1,0.81,1
12062.44,0,0,0,0,0.18,0
4748.26,0,0,0,0,0.02,0
70069.54,1,1,1,0,0.75,1
4591.37,0,0,0,0,0.18,0
50108.7,0,0,1,1,0.88,1
30936.17,1,0,1,0,0.92,1
3758.32,0,0,0,0,0.01,0
3225.02,0,0,0,0,0.11,0
10520.19,0,0,0,0,0.12,0
4420.32,0,0,0,0,0.18,0
706.34,0,0,0,0,0.12,0
4026.04,0,0,0,0,0.19,0
1417.69,0,0,0,0,0.01,0
3304.21,0,0,0,0,0.05,0
2475.57,0,0,0,0,0.19,0
3261.3,0,0,0,0,0.12,0
2688.91,0,0,0,0,0.16,0
3691.41,0,0,0,0,0.04,0
3825.97,0,0,0,0,0.04,0
2625.29,0,0,0,0,0.06,0
48403.89,0,0,1,1,0.78,1
1313.63,0,0,0,0,0.03,0
4178.93,0,0,0,0,0.14,0
3586.26,0,0,0,0,0.13,0
3049.98,0,0,0,0,0.11,0
59810.26,1,0,1,0,0.97,1
3618.24,0,0,0,0,0.02,0
72146.22,0,0,1,0,0.76,1
81419.97,0,0,1,1,0.89,1
71128.64,1,1,1,1,0.87,1
35163.54,1,0,1,0,0.78,1
4087.9,0,0,0,0,0.16,0
6684.05,0,0,0,0,0.12,0
5001.34,0,0,0,0,0.08,0
44104.59,1,1,1,1,0.78,1
2832.91,0,0,0,0,0.09,0
3458.22,0,0,0,0,0.1,0
4599.08,0,0,0,0,0.05,0
3615.67,0,0,0,0,0.09,0
3206.47,0,0,0,0,0.15,0
58485.86,1,0,0,0,0.87,1
2639.88,0,0,0,0,0.03,0
6500.2,0,0,0,0,0.05,0
3689.22,0,0,0,0,0.01,0
4465.59,0,0,0,0,0.14,0
3055.15,0,0,0,0,0.08,0
43365.77,1,0,1,1,0.81,1
3652.34,0,0,0,0,0.04,0
42853.28,1,1,1,0,0.89,1
4430.2,0,0,0,0,0.1,0
3570.45,0,0,0,0,0.14,0
81358.91,1,0,1,0,0.81,1
1531.32,0,0,0,0,0.15,0
6613.98,0,0,0,0,0.09,0
3426.24,0,0,0,0,0.1,0
1129.91,0,0,0,0,0.19,0
4328.47,0,0,0,0,0.18,0
7551.61,0,0,0,0,0.06,0
1271.82,0,0,0,0,0.2,0
35995.52,1,1,1,0,0.99,1
4404.36,0,0,0,0,0.11,0
2537.55,0,0,0,0,0.06,0
2145.44,0,0,0,0,0.01,0
4715.85,0,0,0,0,0.05,0
2240.91,0,0,0,0,0.14,0
1072.14,0,0,0,0,0.03,0
5307.06,0,0,0,0,0.07,0
2551.7,0,0,0,0,0.02,0
2013.11,0,0,0,0,0.12,0
1708.84,0,0,0,0,0.08,0
72256.2,1,1,1,0,0.87,1
2292.85,0,0,0,0,0.04,0
2429.72,0,0,0,0,0.07,0
63749.27,1,1,1,0,0.76,1
2499.55,0,0,0,0,0.11,0
76675.75,1,1,1,0,0.87,1
1081.35,0,0,0,0,0.03,0
47623.38,1,0,1,0,0.84,1
3978.13,0,0,0,0,0.18,0
2137.85,0,0,0,0,0.07,0
4062.06,0,0,0,0,0.09,0
5830.55,0,0,0,0,0.19,0
1230.41,0,0,0,0,0.18,0
3604.13,0,0,0,0,0.04,0
62901.87,1,1,1,0,0.88,1
1698.04,0,0,0,0,0.07,0
3824.05,0,0,0,0,0.17,0
7232.5,0,0,0,0,0.18,0
3897.71,0,0,0,0,0.15,0
1687.63,0,0,0,0,0.03,0
1138.71,0,0,0,0,0.13,0
4903.35,0,0,0,0,0.19,0
1803.42,0,0,0,0,0.1,0
499.84,0,0,0,0,0.16,0
4234.61,0,0,0,0,0.1,0
4315.48,0,0,0,0,0.15,0
3606.08,0,0,0,0,0.14,0
7362.18,0,0,0,0,0.03,0
3868.76,0,0,0,0,0.06,0
26973.0,1,1,0,0,0.82,1
2706.01,0,0,0,0,0.08,0
2739.07,0,0,0,0,0.19,0
1453.31,0,0,0,0,0.06,0
77694.43,1,1,0,1,0.98,1
4094.4,0,0,0,0,0.2,0
2667.71,0,0,0,0,0.0,0
1335.0,0,0,0,0,0.03,0
3813.08,0,0,0,0,0.16,0
1967.75,0,0,0,0,0.15,0
3199.38,0,0,0,0,0.02,0
2488.35,0,0,0,0,0.16,0
2421.9,0,0,0,0,0.06,0
2483.14,0,0,0,0,0.09,0
2682.89,0,0,0,0,0.11,0
45165.29,0,0,1,0,0.88,1
3081.97,0,0,0,0,0.15,0
74805.96,1,1,1,0,0.96,1
1752.1,0,0,0,0,0.07,0
1209.44,0,0,0,0,0.08,0
6569.4,0,0,0,0,0.16,0
3885.88,0,0,0,0,0.12,0
2965.82,0,0,0,0,0.05,0
3215.65,0,0,0,0,0.04,0
2222.85,0,0,0,0,0.14,0
2622.31,0,0,0,0,0.08,0
1233.71,0,0,0,0,0.18,0
4157.45,0,0,0,0,0.09,0
2220.12,0,0,0,0,0.17,0
3885.53,0,0,0,0,0.09,0
28204.14,0,0,0,0,0.87,1
5451.57,0,0,0,0,0.12,0
34064.27,1,1,1,1,0.91,1
1611.75,0,0,0,0,0.03,0
49113.29,0,0,1,0,0.89,1
3100.96,0,0,0,0,0.04,0
587.78,0,0,0,0,0.07,0
81418.68,1,1,1,0,0.94,1
974.04,0,0,0,0,0.05,0
2530.76,0,0,0,0,0.02,0
26137.38,1,0,0,0,0.76,1
3567.23,0,0,0,0,0.03,0
53275.95,1,1,1,0,0.9,1
2662.79,0,0,0,0,0.05,0
672.75,0,0,0,0,0.13,0
1853.58,0,0,0,0,0.08,0
6067.1,0,0,0,0,0.2,0
6659.31,0,0,0,0,0.09,0
518.34,0,0,0,0,0.08,0
3219.66,0,0,0,0,0.12,0
3740.08,0,0,0,0,0.12,0
3235.42,0,0,0,0,0.12,0
68050.66,1,1,1,0,0.98,1
79705.43,1,1,1,0,0.8,1
967.87,0,0,0,0,0.08,0
2516.63,0,0,0,0,0.11,0
4732.58,0,0,0,0,0.13,0
4527.64,0,0,0,0,0.17,0
2738.12,0,0,0,0,0.17,0
1930.27,0,0,0,0,0.02,0
82013.29,1,0,0,0,0.83,1
1759.25,0,0,0,0,0.18,0
1459.82,0,0,0,0,0.04,0
1526.24,0,0,0,0,0.11,0
4879.38,0,0,0,0,0.03,0
1329.36,0,0,0,0,0.0,0
7416.23,0,0,0,0,0.02,0
3855.43,0,0,0,0,0.02,0
1602.54,0,0,0,0,0.06,0
78381.86,1,1,0,0,0.97,1
6074.43,0,0,0,0,0.11,0
3160.65,0,0,0,0,0.1,0
1808.92,0,0,0,0,0.02,0
2004.09,0,0,0,0,0.02,0
1238.7,0,0,0,0,0.12,0
1704.11,0,0,0,0,0.14,0
851.62,0,0,0,0,0.07,0
3618.65,0,0,0,0,0.04,0
2221.24,0,0,0,0,0.04,0
3652.59,0,0,0,0,0.08,0
5008.65,0,0,0,0,0.15,0
822.08,0,0,0,0,0.07,0
3456.14,0,0,0,0,0.16,0
1977.06,0,0,0,0,0.01,0
1956.06,0,0,0,0,0.11,0
4340.34,0,0,0,0,0.01,0
1055.31,0,0,0,0,0.07,0
70039.81,1,0,1,0,0.85,1
2027.37,0,0,0,0,0.06,0
2369.95,0,0,0,0,0.03,0
3715.73,0,0,0,0,0.09,0
6805.68,0,0,0,0,0.07,0
3263.74,0,0,0,0,0.11,0
1770.04,0,0,0,0,0.14,0
67221.14,1,1,0,0,0.76,1
4249.64,0,0,0,0,0.02,0
88216.94,1,1,1,0,0.96,1
1546.71,0,0,0,0,0.02,0
2930.28,0,0,0,0,0.05,0
1405.99,0,0,0,0,0.16,0
60412.07,1,1,1,0,0.91,1
2100.4,0,0,0,0,0.18,0
853.38,0,0,0,0,0.01,0
2192.26,0,0,0,0,0.03,0
41746.08,1,1,1,0,0.86,1
5091.2,0,0,0,0,0.14,0
2417.31,0,0,0,0,0.04,0
2133.35,0,0,0,0,0.18,0
1667.3,0,0,0,0,0.12,0
2272.71,0,0,0,0,0.05,0
2701.35,0,0,0,0,0.01,0
2152.57,0,0,0,0,0.15,0
984.8,0,0,0,0,0.01,0
2455.39,0,0,0,0,0.01,0
1905.56,0,0,0,0,0.09,0
3691.09,0,0,0,0,0.14,0
736.93,0,0,0,0,0.13,0
1577.2,0,0,0,0,0.05,0
2018.35,0,0,0,0,0.19,0
5480.54,0,0,0,0,0.03,0
2007.17,0,0,0,0,0.16,0
7107.67,0,0,0,0,0.09,0
7804.54,0,0,0,0,0.15,0
4896.98,0,0,0,0,0.19,0
3355.28,0,0,0,0,0.0,0
2515.01,0,0,0,0,0.05,0
35043.85,0,0,1,0,0.93,1
3928.66,0,0,0,0,0.07,0
58179.91,1,0,1,0,0.89,1
7154.84,0,0,0,0,0.13,0
4632.58,0,0,0,0,0.2,0
1661.58,0,0,0,0,0.15,0
2939.95,0,0,0,0,0.12,0
3804.02,0,0,0,0,0.18,0
1194.93,0,0,0,0,0.06,0
8351.9,0,0,0,0,0.04,0
4509.24,0,0,0,0,0.18,0
2881.09,0,0,0,0,0.06,0
89228.06,1,1,1,1,0.89,1
2369.91,0,0,0,0,0.03,0
64737.21,1,1,1,1,0.87,1
4947.03,0,0,0,0,0.07,0
5820.02,0,0,0,0,0.05,0
3418.03,0,0,0,0,0.18,0
7442.49,0,0,0,0,0.06,0
3968.21,0,0,0,0,0.12,0
4357.59,0,0,0,0,0.14,0
